0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ,
0, -4.47892284e-08, -8.938597551e-08, -1.335988681e-07, -1.772387313e-07, -2.201196451e-07, -2.620599566e-07, -3.028832262e-07, -3.424191025e-07, -3.805041163e-07, -4.169823846e-07, -4.517062235e-07, -4.84536668e-07, -5.153439003e-07, -5.440075899e-07, -5.704171552e-07, -5.944719483e-07, -6.160813796e-07, -6.351649855e-07, -6.516524553e-07, -6.654836269e-07, -6.766084576e-07, -6.849869843e-07, -6.905892828e-07, -6.933954274e-07, -6.933954638e-07, -6.905893911e-07, -6.849871633e-07, -6.766087047e-07, -6.654839388e-07, -6.516528275e-07, -6.351654127e-07, -6.160818561e-07, -5.944724663e-07, -5.704177065e-07, -5.440081661e-07, -5.153444922e-07, -4.845372661e-07, -4.517068178e-07, -4.169829646e-07, -3.805046728e-07, -3.424196258e-07, -3.028837072e-07, -2.620603869e-07, -2.201200161e-07, -1.772390366e-07, -1.335991021e-07, -8.938613404e-08, -4.478930816e-08, 0, ,
0, -8.977093785e-08, -1.791558054e-07, -2.677707663e-07, -3.552364114e-07, -4.411798926e-07, -5.252369555e-07, -6.070538458e-07, -6.862890677e-07, -7.62614978e-07, -8.357191985e-07, -9.053058412e-07, -9.710965485e-07, -1.032831343e-06, -1.090269305e-06, -1.143189083e-06, -1.191389259e-06, -1.234688584e-06, -1.272926106e-06, -1.305961209e-06, -1.333673595e-06, -1.355963219e-06, -1.372750197e-06, -1.383974719e-06, -1.389596964e-06, -1.389597037e-06, -1.383974937e-06, -1.372750558e-06, -1.355963717e-06, -1.333674224e-06, -1.305961959e-06, -1.272926967e-06, -1.234689544e-06, -1.191390303e-06, -1.143190194e-06, -1.090270466e-06, -1.032832536e-06, -9.710977544e-07, -9.053070394e-07, -8.357203684e-07, -7.626161003e-07, -6.862901233e-07, -6.070548162e-07, -5.252378233e-07, -4.411806415e-07, -3.552370273e-07, -2.677712386e-07, -1.791561255e-07, -8.977109919e-08, 0, ,
0, -1.351387171e-07, -2.696955436e-07, -4.030919799e-07, -5.347562549e-07, -6.641265585e-07, -7.906541278e-07, -9.138061339e-07, -1.033068345e-06, -1.14794753e-06, -1.257973589e-06, -1.362701395e-06, -1.461712342e-06, -1.554615619e-06, -1.641049203e-06, -1.720680612e-06, -1.79320742e-06, -1.858357593e-06, -1.915889645e-06, -1.965592679e-06, -2.007286327e-06, -2.040820625e-06, -2.066075865e-06, -2.082962433e-06, -2.091420673e-06, -2.091420784e-06, -2.082962764e-06, -2.066076412e-06, -2.040821381e-06, -2.007287281e-06, -1.965593818e-06, -1.915890953e-06, -1.858359051e-06, -1.793209006e-06, -1.7206823e-06, -1.641050968e-06, -1.554617432e-06, -1.461714175e-06, -1.362703216e-06, -1.257975369e-06, -1.147949237e-06, -1.033069951e-06, -9.138076106e-07, -7.906554484e-07, -6.641276987e-07, -5.347571931e-07, -4.030926995e-07, -2.696960309e-07, -1.351389629e-07, 0, ,
0, -1.810883864e-07, -3.613956716e-07, -5.401453558e-07, -7.165700696e-07, -8.8991596e-07, -1.059446864e-06, -1.224448217e-06, -1.384230647e-06, -1.538133208e-06, -1.685526235e-06, -1.825813807e-06, -1.958435806e-06, -2.082869587e-06, -2.198631279e-06, -2.305276741e-06, -2.402402218e-06, -2.489644722e-06, -2.566682201e-06, -2.633233536e-06, -2.689058408e-06, -2.73395709e-06, -2.767770205e-06, -2.790378474e-06, -2.801702511e-06, -2.801702661e-06, -2.790378923e-06, -2.767770947e-06, -2.733958115e-06, -2.689059701e-06, -2.63323508e-06, -2.566683975e-06, -2.489646699e-06, -2.402404368e-06, -2.305279032e-06, -2.198633674e-06, -2.08287205e-06, -1.958438296e-06, -1.825816282e-06, -1.685528654e-06, -1.538135529e-06, -1.384232832e-06, -1.224450226e-06, -1.05944866e-06, -8.899175112e-07, -7.165713469e-07, -5.401463355e-07, -3.613963356e-07, -1.810887218e-07, 0, ,
0, -2.278191575e-07, -4.546534011e-07, -6.79523702e-07, -9.014627088e-07, -1.119520348e-06, -1.332769151e-06, -1.540309225e-06, -1.74127282e-06, -1.934828419e-06, -2.120184335e-06, -2.296591792e-06, -2.463347488e-06, -2.619795645e-06, -2.765329583e-06, -2.899392856e-06, -3.021479989e-06, -3.131136875e-06, -3.227960901e-06, -3.311600855e-06, -3.381756677e-06, -3.438179123e-06, -3.48066939e-06, -3.509078749e-06, -3.523308236e-06, -3.523308428e-06, -3.509079322e-06, -3.480670336e-06, -3.438180431e-06, -3.381758328e-06, -3.311602827e-06, -3.227963166e-06, -3.1311394e-06, -3.021482737e-06, -2.899395785e-06, -2.765332647e-06, -2.619798796e-06, -2.463350676e-06, -2.296594963e-06, -2.120187434e-06, -1.934831396e-06, -1.741275622e-06, -1.540311802e-06, -1.332771456e-06, -1.119522339e-06, -9.014643486e-07, -6.795249601e-07, -4.54654254e-07, -2.278195887e-07, 0, ,
0, -2.755348436e-07, -5.498750734e-07, -8.218333424e-07, -1.090236716e-06, -1.353933574e-06, -1.611800165e-06, -1.862746712e-06, -2.10572299e-06, -2.339723314e-06, -2.563790893e-06, -2.77702154e-06, -2.978566711e-06, -3.16763592e-06, -3.343498552e-06, -3.505485113e-06, -3.652988007e-06, -3.785461888e-06, -3.902423675e-06, -4.003452306e-06, -4.088188322e-06, -4.156333336e-06, -4.207649483e-06, -4.241958895e-06, -4.259143256e-06, -4.259143492e-06, -4.241959599e-06, -4.207650647e-06, -4.156334944e-06, -4.088190353e-06, -4.003454733e-06, -3.902426462e-06, -3.785464997e-06, -3.652991392e-06, -3.505488723e-06, -3.343502332e-06, -3.167639811e-06, -2.978570647e-06, -2.777025458e-06, -2.563794727e-06, -2.339726997e-06, -2.105726459e-06, -1.862749904e-06, -1.611803021e-06, -1.353936041e-06, -1.090238749e-06, -8.218349027e-07, -5.498761316e-07, -2.755353781e-07, 0, ,
0, -3.244451439e-07, -6.474787067e-07, -9.676978788e-07, -1.283717238e-06, -1.594177066e-06, -1.897751224e-06, -2.19315447e-06, -2.479149115e-06, -2.754550952e-06, -3.018234385e-06, -3.269136763e-06, -3.506261894e-06, -3.728682775e-06, -3.935543591e-06, -4.126061036e-06, -4.299525038e-06, -4.455298996e-06, -4.592819603e-06, -4.711596373e-06, -4.811210968e-06, -4.891316415e-06, -4.951636312e-06, -4.991964091e-06, -5.012162403e-06, -5.012162685e-06, -4.991964936e-06, -4.95163771e-06, -4.891318346e-06, -4.811213408e-06, -4.711599289e-06, -4.592822954e-06, -4.455302735e-06, -4.299529112e-06, -4.126065384e-06, -3.935548147e-06, -3.728687466e-06, -3.506266644e-06, -3.269141495e-06, -3.018239018e-06, -2.754555407e-06, -2.479153313e-06, -2.193158334e-06, -1.897754684e-06, -1.594180056e-06, -1.283719702e-06, -9.676997709e-07, -6.474799897e-07, -3.244457921e-07, 0, ,
0, -3.747670252e-07, -7.478967312e-07, -1.117762228e-06, -1.482757292e-06, -1.841306229e-06, -2.191873196e-06, -2.532970827e-06, -2.86316805e-06, -3.181096993e-06, -3.485458931e-06, -3.775029234e-06, -4.048661325e-06, -4.305289694e-06, -4.543932003e-06, -4.763690401e-06, -4.963752113e-06, -5.143389454e-06, -5.301959368e-06, -5.438902616e-06, -5.553742762e-06, -5.646085044e-06, -5.715615261e-06, -5.762098753e-06, -5.785379578e-06, -5.785379911e-06, -5.76209975e-06, -5.715616909e-06, -5.646087324e-06, -5.553745643e-06, -5.43890606e-06, -5.301963328e-06, -5.143393877e-06, -4.963756936e-06, -4.763695552e-06, -4.543937406e-06, -4.305295262e-06, -4.048666969e-06, -3.77503486e-06, -3.485464445e-06, -3.181102299e-06, -2.863173053e-06, -2.532975436e-06, -2.191877324e-06, -1.841309799e-06, -1.482760235e-06, -1.117764488e-06, -7.47898264e-07, -3.747677995e-07, 0, ,
0, -4.267262254e-07, -8.515789646e-07, -1.27269701e-06, -1.688243472e-06, -2.096417362e-06, -2.495464503e-06, -2.883687593e-06, -3.259455263e-06, -3.621210039e-06, -3.967475113e-06, -4.296859915e-06, -4.60806448e-06, -4.899882671e-06, -5.171204327e-06, -5.42101645e-06, -5.648403557e-06, -5.852547341e-06, -6.032725797e-06, -6.18831196e-06, -6.31877242e-06, -6.42366574e-06, -6.502640933e-06, -6.555436084e-06, -6.581877242e-06, -6.581877631e-06, -6.555437246e-06, -6.502642854e-06, -6.423668397e-06, -6.318775779e-06, -6.18831598e-06, -6.032730423e-06, -5.852552512e-06, -5.6484092e-06, -5.421022485e-06, -5.171210661e-06, -4.899889206e-06, -4.608071111e-06, -4.296866532e-06, -3.967481604e-06, -3.621216291e-06, -3.259461163e-06, -2.883693032e-06, -2.495469378e-06, -2.096421579e-06, -1.688246951e-06, -1.272699682e-06, -8.515807773e-07, -4.267271412e-07, 0, ,
0, -4.805589114e-07, -9.589958922e-07, -1.433203374e-06, -1.901102223e-06, -2.360655243e-06, -2.809879863e-06, -3.246859777e-06, -3.66975537e-06, -4.076812786e-06, -4.466371567e-06, -4.836870833e-06, -5.186854009e-06, -5.514972184e-06, -5.819986185e-06, -6.100767516e-06, -6.356298323e-06, -6.585670556e-06, -6.788084518e-06, -6.962847008e-06, -7.109369216e-06, -7.227164564e-06, -7.315846646e-06, -7.375127409e-06, -7.404815677e-06, -7.404816125e-06, -7.375128749e-06, -7.315848863e-06, -7.227167631e-06, -7.109373098e-06, -6.962851656e-06, -6.788089873e-06, -6.585676547e-06, -6.35630487e-06, -6.100774524e-06, -5.819993549e-06, -5.514979791e-06, -5.186861736e-06, -4.836878553e-06, -4.466379149e-06, -4.076820096e-06, -3.669762276e-06, -3.246866149e-06, -2.809885579e-06, -2.360660192e-06, -1.901106308e-06, -1.433206513e-06, -9.589980219e-07, -4.805599873e-07, 0, ,
